Gene,TNK,B,MonoMacro,Mast,Endothelial,Malignant,Stroma,DC,Epithelial
CXCR4,70.7930411424036,66.6355343808489,6.16595028027365,1.77299963947722,1.63818797348742,0.239495736816483,0.718333019681863,20.7447389880403,1.19334847349956
BTG1,66.0738029716513,67.8100156009451,11.6666983454635,21.8750584359299,10.7081156385138,3.14471377767379,5.36613880881491,16.7559986407302,4.3419188327005
FTH1,51.5049825184825,47.354369936556,343.848555326061,214.233655503752,36.2043890176606,121.052655927267,86.5399515992092,134.108323024867,103.403457059597
ACTB,47.0354664868694,30.7948118506409,77.6288425329406,26.42933909616,37.0978683803339,35.7157694363667,62.0438519368568,97.257644550696,30.6998471787281
HSP90AB1,39.8814478604171,61.6556725887982,13.8925298646439,34.9074498858658,14.9439455918668,13.4213941368448,14.5958833473089,22.1923536784231,11.0078831454695
CCL5,35.1799648093922,0.616794684428437,0.360115812723885,0.282766772870536,0.313560129817877,0.0339197269200776,0.221496197438553,0.418314637776455,0.313457622384784
SRGN,33.3961383521877,9.0438445391739,27.3745625730953,70.2517727348767,10.9287001468484,0.429122817302247,0.832649551006463,31.3366333842645,0.764373188670494
CCL4,33.2578886727978,1.10750220990996,7.6547262686939,6.25529237256171,0.390535885731177,0.160950301997202,0.346417502907579,4.14373672345242,0.832060073130934
FTL,31.140390515892,40.1218814834753,495.506628623318,94.6914890808844,31.2853220888012,93.1042202074087,58.193381803954,102.246982427114,96.0027322260341
NKG7,30.457508073198,0.263371040204712,0.43119479744683,0.444016169860947,0.100096124570767,0.0380383707528233,0.123930017479032,0.619336417487569,0.212268902515708
ZFP36L2,29.5597864547324,13.4345508030143,3.16324899497752,8.12471090824245,4.57027708752105,1.98826621335771,5.21884892007225,6.33813930008035,1.781629033378
IL32,21.1817527605635,0.352114467614874,0.274250844745033,0.236342911565439,3.53512335513169,3.33682913902311,3.9198771336127,0.498763893344525,2.62930031486201
RGS1,20.548819728242,12.9098591351468,4.98062918444287,44.7554013139923,0.794463266198354,0.192735171589138,0.409180567727198,19.1054516172085,0.553902469954603
S100A4,20.3002120147602,2.4075927970994,52.096854027285,29.4325493770378,2.0100756559764,9.53529479251648,18.7531391073804,24.0942696396116,2.38795227037271
JUN,19.8974041189318,19.6289345187243,7.72912910015172,35.2035673887614,17.5412738579094,7.17467564627894,20.5302614936942,6.78433025532868,17.5620665778384
EEF1B2,17.8844537776893,34.6059251906075,9.61790196347911,15.1230221081968,11.2429666412012,9.88763244909837,7.65089791587133,17.8596084604035,9.59872586842368
GNLY,17.6054325606176,0.121603771582398,0.223045314451143,0.0640887782902943,0.0738604443499205,0.342710840411093,0.0977948784843712,0.27534472196199,1.75511056600583
ZFP36,17.3372539144688,13.369495875822,7.42920200995059,25.7216333869821,26.8433806973518,5.46136198723019,13.9164004913291,14.5003797309539,7.27979596319806
IL7R,17.1902089066556,0.238181419238132,1.35348647106155,0.0891110572978947,0.180158141060355,0.0535082801961386,1.35163053582271,2.0825156965853,0.218574974227559
ANXA1,16.6710418439151,0.37224234102585,14.1184074880481,45.3078183433762,10.7320651524982,5.64031026931902,6.25959969089776,8.97064420879008,3.9554024391817
DUSP2,15.6676976495783,9.65854748787159,3.01504493709848,3.32303331211423,0.447721866457424,0.177475298320888,0.485179679590742,5.98181449585608,0.330248761930221
ID2,14.7286132177091,0.941083841477254,4.25797032726855,25.4574536869967,3.67382657540684,1.33889489224627,4.49968214664686,9.65391414814892,1.58225709783601
CD69,14.4275586312344,25.1447395168218,0.428594021007561,34.5692841918674,0.216065252753107,0.0643737855330475,0.173195436163902,1.51624661642495,0.243534094528627
CD74,13.3392163262135,102.067447053571,107.081520409445,5.41201694653466,32.8181821405433,41.7237645029042,5.05787732290048,226.422338054622,57.9917680102352
